Standard_Name,Definition_Standard_Name,Reference_Definition_Standard_Name,Short_Name,Definition_Short_Name,Reference_Definition_Short_Name,Long_Name,Definition_Long_Name,Reference_Definition_Long_Name,Variable_Name,Definition_Variable_Name,Reference_Definition_Variable_Name,Project,,,,,,,Product,Extension,Product Origin,Product_code,Long Definition (Reference),,,z,,,Definition CF 1.6,Definition 'Glossary of Weather and Climate' 
Solar radiation,"Solar radiation = The total electromagnetic radiation emitted by the sun, with 99% of the total found in the wavelength band between 0.2 and 0.4 micrometers.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly daily incident solar radiation,Monthly mean daily incident solar radiation of each month for the Australian continent between 1970 and 2012. Monthly solar radiation regulates rates of plant growth.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Monthly daily incident solar radiation: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Mean daily incident solar radiation of each month, for the Australian continent between 1970-2012. Monthly solar radiation regulates rates of plant growth. Modelled by expressing observed monthly solar radiation as normalised anomalies with respect to a standard Angstrom equation that expresses monthly solar radiation in terms of astonomically determined parameters and relative sunshine duration, as described in Hutchinson et al. (1984). The monthly anomalies were interpolated by trivariate thin plate smoothing spline functions of longitude, latitude and the proportion of wet days in the month using ANUSPLIN Version 4.5. This anomaly method provided a more direct, and more statistically robust, representation of the impact of precipitation on solar radiation than the method described in Hutchinson et al. (1984). The proportion of wet days, as provided by  eMAST_ANUClimate_mon_pwet_v1m0_1970_2012, acted as simple surrogate for relative sunshine duration. There were on average 645 observed solar radiation totals for each month between 1970 and 1996 at 64 stations across Australia obtained from the Bureau of Meteorology. Automated quality assessment rejected on average 9 data values per month with extreme studentised residuals. The root mean square of all individual cross validation residuals provided by the spline analysis is 1.15 MJ m-2 day-1 (6% of the mean). A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated monthly solar radiation grids is in preparation.",,radiation_wavelength,"The radiation wavelength can refer to any electromagnetic wave, such as light, heat radiation and radio waves.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean dirunal range,Annual mean diurnal range for the Australian continent for the baseline climatic average of monthly 1976-2005 data.,Dr. Bradley Evans,"Annual 1976-2005 mean diurnal range: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean diurnal range for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean isothermality,Annual mean isothermality for the Australian continent for the baseline climatic average of monthly 1976-2005 data.,Dr. Bradley Evans,"Annual 1976-2005 mean isothermality (annual mean diurnal range - temperature annual range) (* 100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean isothermality for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean maximum temperature of warmest month,Annual mean maximum temperature of warmest month for the Australian continent for the baseline climatic average of monthly 1976-2005 data. ,Dr. Bradley Evans,"Annual 1976-2005 mean maximum temperature of warmest month: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean maximum temperature of warmest month for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Modelled using eMAST-R-Package 2.0.,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean minimum temperature of coldest month,Annual mean minimum temperature of coldest month for the Australian continent for the baseline climatic average of monthly 1976-2005 data. ,Dr. Bradley Evans,"Annual 1976-2005 mean minimum temperature of coldest month: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean of annual mean temperature,Annual mean of the annual mean temperature for the Australian continent for the baseline climatic average of monthly 1976-2005 data. ,Dr. Bradley Evans,"Annual 1976-2005 mean of annual mean temperature: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean minimum temperature of coldest month for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean of annual temperature seasonality,Annual mean of the annual temperature seasonality (standard deviation *100) for the Australian continent for the baseline climatic average of monthly 1976-2005 data.,Dr. Bradley Evans,"Annual 1976-2005 mean of annual temperature seasonality (standard deviation *100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean of the annual temperature seasonality (standard deviation *100) for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean of mean temperature of coldest quarter,Annual mean temperature of coldest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Coldest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is lower than any other set of 3 consecutive months.,Dr. Bradley Evans,"Annual 1976-2005 mean of mean temperature of coldest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual mean temperature of coldest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Coldest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is lower than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean of mean temperature of warmest quarter,Annual mean of the mean temperature of warmest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Warmest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is higher than any other set of 3 consecutive months.,Dr. Bradley Evans,"Annual 1976-2005 mean of mean temperature of warmest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean of the mean temperature of warmest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Warmest quarter is the set of 3 consecutive months for which the mean temperature over the selected period is higher than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean of mean temperature of wettest quarter,Annual mean of the mean temperature of wettest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Wettest Quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is higher than any other set of 3 consecutive months.,Dr. Bradley Evans,"Annual 1976-2005 mean of mean temperature of wettest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean of the mean temperature of wettest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Wettest Quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is higher than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean of temperature of driest quarter,Annual mean temperature of driest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Driest quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is lower than any other set of 3 consecutive months.,Dr. Bradley Evans,"Annual 1976-2005 mean of mean temperature of driest quarter: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean temperature of driest quarter for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Driest quarter is the set of 3 consecutive months for which the sum of all precipitation over the selected period is lower than any other set of 3 consecutive months. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual 1976-2005 mean temperature annual range,Annual mean temperature annual range for the Australian continent for the baseline climatic average of monthly 1976-2005 data.,Dr. Bradley Evans,"Annual 1976-2005 mean temperature annual range: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage",Annual mean temperature annual range for the Australian continent for the baseline climatic average of monthly 1976-2005 data. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual Isothermality,Annual Isothermality [(Annual mean diurnal range - Temperature annual range) (* 100)] for the Australian continent. ,Dr. Bradley Evans,"Annual isothermality (annual mean diurnal range - temperature annual range) (* 100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual isothermality for the Australian continent. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly isothermality,Monthly isothermality [(monthly mean diurnal range-temperature monthly range)*100] for the Australian continent. ,Dr. Bradley Evans,"Monthly isothermality (monthly mean diurnal range - temperature monthly range) (* 100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly isothermality for the Australian continent. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual mean dirunal range,Annual mean diurnal range for the Australian continent.,Dr. Bradley Evans,"Annual mean diurnal range: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual mean diurnal range for the Australian continent. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly mean diurnal range,Monthly mean diurnal range for the Australian continent.,Dr. Bradley Evans,"Monthly mean diurnal range: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly mean diurnal range for the Australian continent. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual mean temperature,Annual mean temperature for the Australian continent.,Dr. Bradley Evans,"Annual mean temperature: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual mean temperature for the Australian continent. Modelled using eMAST-R-Package 2.0,,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual temperature seasonality,Annual temperature seasonality (standard deviation *100) for the Australian continent.,Dr. Bradley Evans,"Annual temperature seasonality (standard deviation *100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual temperature seasonality (standard deviation *100) for the Australian continent. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly temperature seasonality,Monthly temperature seasonality (standard deviation *100) for the Australian continent.,Dr. Bradley Evans,"Monthly temperature seasonality (standard deviation *100): eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly temperature seasonality (standard deviation *100) for the Australian continent. Modelled using eMAST-R-Package 2.0,,tendency_of_air_temperature,"tendency_of_X means derivative of X with respect to time. Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature is a measure of the average kinetic energy of the individual atoms or molecules composing a substance. Temperature is a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Daily maximum temperature,Maximum daily temperature for the Australian continent between 1970 and 2012. Daily temperature regulates rates of plant growth and to determine critical conditions such as frost and flowering and fruiting.,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Daily maximum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Maximum daily temperature, for the Australian continent between 1970-2012. Daily temperature regulates rates of plant growth. Modelled by expressing each daily value as a difference anomaly with respect to the gridded 1976-2005 mean daily maximum temperature for each month as provided by eMAST_ANUClimate_mmn_tmax_v1m0_1976_2005. The daily anomalies were interpolated by trivariate thin plate smoothing spline functions of longitude, latitude and vertically exaggerated elevation using ANUSPLIN Version 4.5. There was an average of 673 Bureau of Meteorology data points available for each day between 1970 and 2012. Automated quality assessment rejected on average 5 data values per day with  extreme studentised residuals. These were commonly associated with days following missing observations. The root mean square of all individual cross validation residuals provided by the spline analysis is 1.0 degree Celsius. A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated daily maximum temperature grids is in preparation.",,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Daily minimum temperature,Minimum daily temperature for the Australian continent between 1970 and 2012. Daily temperature regulates rates of plant growth and to determine critical conditions such as frost on flowering and fruiting. ,"Prof. Michael Hutchinson, Australian National University, Canberra, Australia","Daily minimum temperature: ANUClimate 1.0, 0.01 degree, Australian Coverage, 1970-2012","Minimum daily temperature, for the Australian continent between 1970-2012. Daily temperature regulates rates of plant growth and determines critical conditions such as frost on flowering and fruiting. Modelled by expressing each daily value as a difference anomaly with respect to the gridded 1976-2005 mean daily minimum temperature for each month as provided by eMAST_ANUClimate_mmn_tmin_v1m0_1976_2005. The daily anomalies were interpolated by trivariate thin plate smoothing spline functions of longitude, latitude and vertically exaggerated elevation using ANUSPLIN Version 4.5. There was an average of 671 Bureau of Meteorology data points available for each day between 1970 and 2012. Automated quality assessment rejected on average 3 data values per day with extreme studentised residuals. These were commonly associated with days following missing observations. The root mean square of all individual cross validation residuals provided by the spline analysis is 1.5 degrees Celsius. A comprehensive assessment of the analysis and the factors contributing to the quality of the final interpolated daily minimum temperature grids is in preparation.",,air_temperture,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual Growing degree days - Baseline 0 degrees Celsius,Annual Growing Degree Days above 0 degrees Celsius - GDD0 for the Australian continent,Dr. Bradley Evans,"Growing degree days - baseline 0 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual growing degree days above 0 degrees Celsius - GDD0 for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual Growing degree days - Baseline 10 degrees Celsius,Annual Growing Degree Days above 5 degrees Celsius - GDD10 for the Australian continent,Dr. Bradley Evans,"Growing degree days - baseline 10 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual growing degree days above 10 degrees Celsius - GDD10 for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Annual Growing degree days - Baseline 5 degrees Celsius,Annual Growing Degree Days above 5 degrees Celsius - GDD5 for the Australian continent,Dr. Bradley Evans,"Growing degree days - baseline 5 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Annual Growing degree days above 5 degrees Celsius- GDD5 for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly Growing degree days - Baseline 0 degrees Celsius,Monthly Growing Degree Days above 0 degrees Celsius - GDD0 for the Australian continent,Dr. Bradley Evans,"Growing degree days - baseline 0 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly growing degree days above 0 degrees Celsius - GDD0 for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly Growing degree days - Baseline 10 degrees Celsius,Monthly Growing Degree Days above 5 degrees Celsius - GDD10 for the Australian continent,Dr. Bradley Evans,"Growing degree days - baseline 10 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly growing degree days above 10 degrees Celsius - GDD10 for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
Temperature,"Temperature =  a measure of the average kinetic energy of the individual atoms or molecules composing a substance; OR Temperature = a quantity measured by a thermometer, specifically with reference to a scale based on a defined fiducial points - usually of a water substance, to include the ice and steam points.","Glossary of Weather and Climate with Related Oceanic and Hydrologic Terms. 1996. Ira W. Geer (Ed.). American Meteorological Society. Boston, MA. 272pp.",Monthly Growing degree days - Baseline 5 degrees Celsius,Monthly Growing Degree Days above 5 degrees Celsius - GDD5 for the Australian continent,Dr. Bradley Evans,"Growing degree days - baseline 5 degrees Celsius: eMAST-R-Package 2.0, 0.01 degree, Australian Coverage, 1970-2012",Monthly growing degree days above 5 degrees Celsius - GDD5 for the Australian continent. Modelled using eMAST-R-Package 2.0.,,number_of_days_with_air_temperature_above_threshold,"Air temperature is the bulk temperature of the air, not the surface (skin) temperature. A variable whose standard name has the form number_of_days_with_X_below|above_threshold is a count of the number of days on which the condition X_below|above_threshold is satisfied.",CF 1.6,eMAST,,,,,,,,,,,,,,,,,,
